"region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
51169,22940,97,1,0,1,21485,350,44.9
51171,42270,90,2,1,6,25134,643,43.3
51173,31979,95,2,0,2,20837,393,43.6
51175,18444,60,36,0,1,22433,511,44.8
51177,124319,72,15,2,8,31360,1109,36.5
51179,131885,67,17,3,10,36574,1218,34.6
51181,6922,51,46,1,1,22600,460,45.2
51183,12007,39,57,0,2,16546,498,40.7
51185,44664,94,3,0,1,21358,380,43.5
51187,37836,89,4,1,4,28889,768,40.1
51191,54804,96,1,0,1,25109,436,43.5
51193,17532,64,30,0,6,25245,604,46.8
51195,41154,92,5,0,1,19107,417,39.6
51197,29274,94,4,1,1,23219,452,43.2
51199,65762,74,13,5,5,36373,1221,39.5
51510,143684,53,21,6,16,54608,1421,35.7
51515,6052,75,21,0,2,22322,476,46.5
51520,17713,90,7,1,1,18820,431,41.7
51530,6699,89,8,0,1,18453,488,37.6
51540,43663,67,19,7,5,27268,859,28.5
51550,225597,60,29,3,5,29905,963,36.6
51570,17481,79,12,3,4,27610,757,41.1
51580,5880,82,12,1,2,20160,408,44.3
51590,42996,46,48,1,3,19626,419,42.4
51595,5773,33,64,1,2,19710,410,42.6
51600,23027,61,5,15,16,44345,1466,39.4
51610,12731,73,5,8,9,59088,1534,37
51620,8539,39,57,1,1,19588,572,39.9
51630,25931,60,23,3,11,27222,924,28.8
51640,6977,80,3,0,15,21769,351,43.1
51650,136957,41,49,2,5,25247,824,35.5
51660,49926,71,6,4,17,17080,725,22.9
51670,22429,53,38,1,7,20388,645,36.2
51678,7026,78,9,5,6,14763,655,21.6
51680,76467,63,28,3,3,21440,566,29.5
51683,39317,46,14,4,32,28752,1141,32.4
51685,15125,41,13,7,33,26944,1271,32.3
51690,13808,48,45,0,4,19900,396,43.5
51700,181025,46,39,3,8,25310,805,32.5
51710,244090,44,42,3,7,24659,791,29.8
51720,3998,90,7,0,2,22699,451,40.1
51730,32326,15,78,1,4,18936,660,39.5
51735,12117,93,0,3,2,38444,1128,43.6
51740,95901,40,52,1,3,23138,787,35.2
51750,16705,85,8,2,3,16181,576,22.1
51760,207878,39,49,2,6,27184,719,32.6
51770,97355,62,27,2,6,23295,549,38.2
51775,24950,87,8,2,3,26661,673,40.1
51790,23989,82,12,1,2,24753,583,42.3
51800,84842,51,42,1,3,29135,763,38.1
51810,442151,64,19,6,7,31934,1070,34.9
51820,21099,79,12,1,4,22872,604,38.7
51830,14579,70,15,5,7,23127,930,24
51840,26587,69,11,3,16,26060,771,35.6
53001,18802,38,0,1,60,16940,507,29
53003,21802,92,1,1,3,24659,555,43.6
53005,178992,74,1,3,19,28583,701,35.5
53007,73047,70,0,1,26,25893,685,39.4
53009,71731,84,1,2,5,25865,684,49.4
53011,432549,81,2,4,8,27681,816,37
53013,4027,89,0,0,6,23814,481,49.2
53015,102110,85,0,1,8,23557,623,40.5
53017,38807,67,0,1,29,22467,691,36.8
53019,7623,74,0,0,4,20052,409,47
53021,81835,43,2,2,51,19503,628,28.7
53023,2249,93,0,1,3,26954,479,52.3
53025,90202,57,1,1,39,19738,573,32
53027,72092,81,1,1,9,21828,574,42.2
53029,78806,82,2,4,6,30941,951,43.7
53031,29882,89,1,2,3,28266,707,54.3
53033,1974567,64,6,15,9,39911,1000,37.1
53035,252687,79,3,5,7,31769,892,39.3
53037,41291,86,1,2,8,22796,699,32.7
53039,20537,83,1,1,11,22229,653,44.4
53041,75419,86,1,1,9,22212,648,42.2
53043,10481,93,0,0,2,25816,447,48
53045,60647,83,1,2,8,23542,729,44.7
53047,41143,68,0,1,18,20735,506,42.2
53049,20781,84,0,2,8,23888,573,50.9
53051,12956,90,0,0,3,23167,666,48.3
53053,805434,70,7,6,9,28223,870,35.8
53055,15786,90,1,2,6,37719,793,53.3
53057,117641,76,1,2,17,27065,807,40.4
53059,11126,89,0,1,5,28449,575,44.9
53061,724627,74,2,9,9,31349,949,37.3
53063,473832,86,2,2,5,25661,650,36.9
53065,43513,88,1,1,3,21986,524,45.4
53067,256080,78,3,6,7,29744,875,38.2
53069,4006,92,0,1,4,22334,510,50.3
53071,59092,74,2,1,20,23809,588,37
53073,203211,81,1,4,8,26530,782,36.5
53075,45512,81,2,7,5,21208,606,24
53077,244654,47,1,1,46,19433,598,32.3
54001,16655,96,1,0,1,17876,362,41
54003,105812,86,7,1,4,26264,664,38.1
54005,24517,98,1,0,0,21627,358,41.6
54007,14524,98,1,0,1,18635,334,43.7
54009,23932,96,2,0,1,22815,410,45.2
54011,96604,91,4,1,1,23647,494,38.7
54013,7603,97,0,0,0,18053,346,45.8
54015,9352,98,0,0,0,16740,339,42.2
54017,8213,96,1,0,0,17334,392,43.2
54019,45889,93,5,0,1,18685,375,42.9
54021,8678,80,11,0,5,17870,396,38
54023,11869,97,1,0,1,20193,393,44.7
54025,35588,94,3,0,1,21720,466,44.9
54027,23746,96,1,0,1,17734,381,43.4
54029,30517,95,3,0,1,23261,459,45.1
54031,13922,95,2,0,3,19032,418,43.3
54033,69078,95,2,1,1,23309,431,41.6
54035,29229,98,1,0,0,22527,404,42
54037,54131,85,6,2,5,29605,706,39.2
54039,192311,88,4,1,1,28174,505,42.3
54041,16411,97,0,0,0,21175,388,44
54043,21660,98,0,0,0,18458,341,41.7
54045,36442,96,2,0,1,19901,370,42.6
54047,21651,89,10,0,1,14093,291,43.8
54049,56666,94,4,0,1,23229,479,41.4
54051,32840,97,1,0,1,24329,338,44.2
54053,27271,97,1,0,0,20622,374,42.5
54055,62261,91,6,1,1,20391,410,42.1
54057,28015,94,3,0,1,19788,401,42.5
54059,26460,96,2,0,0,20609,345,41.5
54061,98483,89,4,3,2,25846,606,29.6
54063,13512,97,1,0,1,20294,370,45.8
54065,17502,96,1,0,1,22312,533,45.5
54067,26168,98,0,1,0,23209,361,44.1
54069,44156,93,4,1,1,26135,420,43.3
54071,7603,95,2,0,1,21253,374,48.3
54073,7602,97,1,0,1,21312,286,42.8
54075,8723,97,1,0,1,20373,371,47.8
54077,33666,94,3,0,1,21457,367,42.2
54079,56033,96,1,1,1,27957,517,41.7
54081,78993,87,8,1,1,21837,434,40.8
54083,29399,97,1,0,1,19595,401,43.5
54085,10303,98,0,0,1,17843,359,44.7
54087,14807,94,0,0,1,17341,372,43
54089,13795,92,4,0,3,17416,324,45.4
54091,16906,97,1,0,1,20848,361,43
54093,7061,98,0,0,1,21126,328,46.9
54095,9120,98,0,0,1,20704,271,45.4
54097,24371,97,1,0,1,19498,417,41.3
54099,42007,98,0,0,1,19497,399,42.1
54101,9073,98,0,0,0,17937,313,45.1
54103,16435,98,0,0,1,21653,310,45.3
54105,5796,97,0,0,0,21852,347,44.7
54107,86779,96,1,1,1,24042,450,42.1
54109,23479,98,1,0,0,18377,361,42.4
55001,20741,91,3,0,4,22196,486,50
55003,16068,84,0,1,2,21115,466,41
55005,45826,94,1,0,2,23337,521,43.3
55007,15071,86,1,0,1,25377,427,50
55009,250597,83,2,3,7,27787,602,36.4
55011,13466,97,0,0,2,24500,439,44.4
55013,15449,91,1,0,1,22843,410,49.9
55015,49288,92,0,2,4,28907,567,38.6
55017,62676,94,1,1,1,24628,533,40.4
55019,34630,94,0,0,4,20754,430,37
55021,56647,94,1,0,3,28273,625,41.7
55023,16578,96,2,0,1,22549,426,45
55025,496762,82,5,5,6,33712,802,34.5
55027,88598,91,3,0,4,24573,612,41
55029,27826,95,0,0,3,30657,582,50.2
55031,43994,92,1,1,1,25129,576,40
55033,43871,94,1,2,2,22499,550,33.7
55035,99788,92,1,3,2,25287,587,33.5
55037,4477,95,0,0,1,22434,397,49.1
55039,101666,92,1,1,4,26368,575,40.5
55041,9255,82,1,0,2,20462,353,44.7
55043,51080,96,1,0,1,21705,496,36.5
55045,36901,95,0,0,3,27060,533,41.8
55047,19042,94,0,0,4,25275,467,44.8
55049,23709,97,0,1,2,26625,528,41.9
55051,5937,97,0,0,1,23324,408,51.5
55053,20506,87,3,0,3,21849,458,42.4
55055,83985,91,1,1,7,25625,623,38.6
55057,26673,92,2,0,3,23343,512,43.7
55059,166874,78,7,1,12,26514,710,36.8
55061,20578,96,0,0,2,25282,511,42.5
55063,115420,91,2,4,2,26271,614,35.4
55065,16841,95,0,0,3,23483,434,41.4
55067,19838,95,1,0,2,22974,491,46.4
55069,28650,96,1,1,1,24669,489,45.3
55071,81098,92,1,2,3,25825,487,43.6
55073,134497,90,1,5,2,27607,568,39.8
55075,41632,96,0,0,1,23555,462,46.3
55077,15308,95,0,0,3,23490,523,47.7
55078,4292,13,0,3,3,14710,353,33.7
55079,950527,54,26,3,14,24295,663,33.8
55081,44953,92,1,1,4,23456,577,39
55083,37531,96,0,0,2,25941,468,44.5
55085,35868,96,1,1,1,27041,563,48.7
55087,178013,89,1,3,4,28186,607,37.6
55089,86708,93,1,2,2,42041,703,43.4
55091,7417,97,0,0,1,24367,445,44.3
55093,40870,95,1,1,2,27462,637,34.9
55095,43905,96,0,0,2,25751,566,43.2
55097,70136,92,0,3,3,24972,575,35.9
55099,14025,96,0,1,1,23723,440,49.2
55101,195045,74,11,1,12,27141,629,39.3
55103,17911,96,0,0,2,22778,481,43.3
55105,160345,84,4,1,8,24094,617,38.6
55107,14571,97,1,0,1,21004,451,46.7
55109,84912,95,1,1,2,32220,729,37.1
55111,62353,92,0,1,4,25988,620,40.1
55113,16542,78,1,0,2,23809,468,47.8
55115,41776,88,0,0,2,23500,483,43.7
55117,115235,87,1,5,6,26126,536,40.7
55119,20633,97,0,0,2,23032,438,42.3
55121,29098,92,0,0,6,25017,466,40.9
55123,30002,97,0,0,1,22680,446,41.7
55125,21401,86,0,0,1,26252,517,51.4
55127,102619,86,1,1,11,27130,685,38.3
55129,15842,95,0,1,1,24850,505,48.1
55131,132186,94,1,1,3,32020,688,41.2
55133,391200,90,1,3,4,37577,800,42.4
55135,52300,95,0,0,3,25956,538,43.9
55137,24483,91,2,0,6,22888,504,46.7
55139,167860,90,2,2,4,26955,553,37.7
55141,74469,94,0,2,2,25961,474,43.1
56001,36745,84,1,3,9,24758,657,27
56003,11741,89,0,0,9,25119,414,41.5
56005,46901,89,1,1,8,33850,824,32.1
56007,15809,79,1,0,17,25947,631,39.2
56009,13937,90,0,0,7,30941,567,39.8
56011,7110,97,0,0,2,28212,569,44.1
56013,40517,71,0,1,6,24037,520,38.2
56015,13458,87,0,0,10,23475,481,42.8
56017,4825,95,0,0,3,26544,485,48.9
56019,8595,93,0,1,4,28072,576,44.6
56021,93073,80,3,1,13,28505,656,37
56023,18100,93,0,1,4,25834,683,37.4
56025,77343,88,1,1,7,29877,674,36.3
56027,2495,92,1,0,3,26797,403,45
56029,28557,92,1,0,5,27824,531,43.1
56031,8701,92,0,0,7,26335,429,46.7
56033,29376,92,1,1,4,27948,625,42.1
56035,10178,86,0,1,7,35944,979,37.9
56037,44437,80,0,1,15,30517,789,33.2
56039,21575,82,0,1,15,43444,1001,37
56041,21040,88,0,0,9,25513,532,34.4
56043,8468,83,0,1,14,28308,394,42.8
56045,7153,94,0,0,3,28764,551,41.8
