"region","total_population","percent_white","percent_black","percent_asian","percent_hispanic","per_capita_income","median_rent","median_age"
42091,804621,78,9,7,4,41472,976,40.8
42093,18379,93,2,2,2,29600,540,43.8
42095,298439,80,4,3,11,29266,768,41.2
42097,94444,94,2,0,3,22478,430,43.4
42099,45808,96,1,0,1,26048,527,41.4
42101,1536704,37,42,6,13,22279,721,33.6
42103,57179,83,5,1,9,27691,852,44.8
42105,17487,97,0,0,1,22564,459,45
42107,147700,93,3,1,3,23021,470,43.3
42109,39711,96,1,1,2,23088,499,39.3
42111,77341,95,2,0,1,22192,400,44.7
42113,6419,96,1,0,1,22923,390,50.5
42115,42948,97,1,0,1,24477,507,45.5
42117,42267,96,1,0,1,22621,490,42.4
42119,44932,85,7,1,5,22259,544,38.5
42121,54590,96,1,0,1,22060,421,44.7
42123,41429,97,0,0,1,24179,436,45.5
42125,208047,93,3,1,1,28433,499,43.7
42127,52212,92,3,1,4,24005,585,46
42129,364090,95,2,1,1,28051,491,45.4
42131,28177,96,1,0,2,24195,521,42.4
42133,436339,86,5,1,6,28132,655,40.3
44001,49426,94,0,1,2,38893,776,43.3
44003,165628,91,1,2,4,33814,876,43
44005,82545,87,3,2,5,40293,1029,43.7
44007,627469,65,8,4,19,26308,740,37.1
44009,126627,92,1,2,3,37023,875,42.3
45001,25233,69,29,0,1,18134,386,42.8
45003,161710,68,25,1,5,24769,495,40.3
45005,10214,23,74,0,2,13334,344,38.5
45007,188480,78,16,1,3,22081,476,40.1
45009,15814,36,62,0,1,18902,291,39.4
45011,22399,52,45,0,2,18862,390,38.9
45013,165354,66,19,1,12,32503,888,41.5
45015,184366,64,25,2,6,24165,768,34.8
45017,15109,53,42,0,3,23023,373,44
45019,358736,63,29,1,5,30158,771,36
45021,55587,74,20,1,4,18240,437,38.4
45023,32879,59,37,0,2,18098,414,40.6
45025,46452,62,33,0,4,17140,411,39.9
45027,34652,47,49,0,3,17665,387,42.2
45029,38453,56,40,0,3,18769,450,41.2
45031,68346,55,41,0,2,20105,407,39.8
45033,31661,47,47,0,3,14988,336,37.4
45035,139802,65,25,1,5,24495,743,35.7
45037,26698,56,37,0,5,20753,403,41.5
45039,23589,38,59,0,2,20257,413,43.1
45041,137393,54,41,1,2,22432,482,37.5
45043,60280,62,34,0,3,24437,605,46.1
45045,459857,70,18,2,8,26643,599,37.5
45047,69727,61,31,1,6,21053,483,38.3
45049,20840,41,54,0,4,19332,384,39.3
45051,276688,77,13,1,6,24002,677,42
45053,25408,38,46,0,15,17350,541,35.9
45055,61918,69,25,1,4,22638,443,40.9
45057,77946,70,23,1,5,21003,445,40.5
45059,66457,69,25,0,4,19153,426,40.1
45061,18890,33,63,0,2,14740,391,39.3
45063,266575,77,14,1,6,26886,625,37.9
45065,10091,48,49,0,1,22150,336,50.4
45067,32695,40,56,0,3,16531,358,39.3
45069,28542,40,50,0,3,14577,340,39.2
45071,37514,60,30,1,7,21591,427,40.6
45073,74419,86,7,1,5,23904,460,43.4
45075,91836,34,62,1,2,17687,441,38.2
45077,119483,87,6,2,3,21182,541,34.9
45079,389708,45,46,2,5,25763,668,32.6
45081,19895,58,26,0,15,19725,400,40.9
45083,286789,70,20,2,6,21889,526,38.2
45085,107645,47,46,1,3,20340,525,35.4
45087,28594,66,31,0,1,19037,350,42.7
45089,33944,31,66,0,2,14845,351,41.2
45091,230934,72,19,2,5,26553,609,37.4
46003,2722,93,1,1,4,23504,338,42.9
46005,17663,84,1,5,8,24025,437,39.1
46007,3431,26,1,0,2,16275,169,28.4
46009,7048,89,1,1,2,20941,332,43.3
46011,32295,92,1,3,2,23105,554,26
46013,36982,92,1,1,2,27138,478,38.9
46015,5286,87,0,0,2,21928,389,41.3
46017,1966,17,1,0,1,11405,212,24.8
46019,10197,92,0,0,3,21744,378,40
46021,1435,94,0,1,0,24152,382,51
46023,9176,64,0,0,2,19030,254,38.7
46025,3635,92,1,1,5,27878,361,45.6
46027,13953,90,1,2,2,20595,558,25.3
46029,27439,94,0,0,2,25582,508,37.8
46031,4078,30,0,0,3,14262,153,29.8
46033,8306,92,0,0,3,28356,481,51.1
46035,19622,93,0,0,2,24597,490,38
46037,5669,87,0,0,1,23126,322,47.8
46039,4362,96,1,0,2,27525,344,43.6
46041,5419,22,0,0,2,15558,188,29.2
46043,3000,96,0,0,1,28323,326,48.4
46045,4051,98,0,0,1,25775,422,47
46047,7001,87,1,1,2,23624,398,51.6
46049,2370,96,0,0,3,23069,348,41.5
46051,7307,96,1,0,2,24554,411,44.9
46053,4247,89,0,0,1,23041,293,48
46055,1944,93,0,0,0,25754,409,49.4
46057,5925,96,0,0,3,25233,413,36.5
46059,3433,99,0,0,1,26027,353,49.3
46061,3377,94,2,0,1,23197,380,35.4
46063,1330,94,0,0,1,22247,352,39.4
46065,17238,84,1,0,2,30284,477,40.4
46067,7239,96,0,0,2,26110,341,47.2
46069,1387,86,0,1,2,26195,335,44.8
46071,3116,51,0,0,2,20319,213,32
46073,2055,94,0,0,5,26590,372,47.4
46075,981,97,1,0,0,23377,306,46.9
46077,5142,96,0,1,2,27485,348,46.4
46079,11564,95,1,0,2,27015,389,41.6
46081,24305,92,0,1,3,27498,485,41
46083,46693,95,1,1,1,34839,729,33.2
46085,3804,58,0,1,0,20586,211,36.3
46087,5605,96,0,0,2,26505,397,42.7
46089,2432,94,0,0,2,22596,99,50.1
46091,4657,84,0,0,7,24205,338,42.5
46093,25914,89,1,1,3,25375,598,35.8
46095,2072,39,0,0,3,15760,131,34.7
46097,2355,96,0,0,1,31288,325,45.6
46099,173108,86,4,2,4,26380,620,34.7
46101,6460,80,1,1,2,27682,424,40.8
46103,102752,81,1,1,4,27000,661,36.8
46105,2943,97,0,0,2,25751,310,49.8
46107,2323,97,0,1,0,26180,392,51
46109,10210,60,0,0,2,22670,256,39.4
46111,2348,98,0,0,2,25823,351,46.6
46113,13829,4,0,0,1,8768,161,24.1
46115,6522,96,0,0,1,27757,417,44.2
46117,2966,88,0,0,2,30933,539,40.7
46119,1420,94,0,0,2,30218,386,46.9
46121,9783,10,0,1,3,10575,180,23
46123,5571,83,0,0,1,23270,338,44.8
46125,8344,96,0,0,2,25406,411,44
46127,14575,94,1,1,3,36167,645,39.9
46129,5477,82,0,0,3,25915,399,46.7
46135,22518,91,2,1,3,27268,449,41.1
46137,2821,23,0,0,3,12339,182,26
47001,75263,90,4,1,2,24561,515,42.6
47003,45339,78,6,1,11,19303,547,36.9
47005,16398,94,3,1,2,18456,335,46.1
47007,12853,92,4,0,2,15747,337,42.9
47009,123722,92,3,1,3,23788,561,41.8
47011,100070,88,4,1,5,21649,505,38.5
47013,40553,97,1,0,1,16812,348,42
47015,13790,95,2,0,2,20566,449,41.5
47017,28525,85,10,0,2,18330,355,42.3
47019,57438,95,1,0,2,19018,399,42.8
47021,39213,94,2,0,2,23459,685,39.9
47023,17151,86,10,1,2,18817,452,36.9
47025,31915,96,1,1,1,18583,361,41.2
47027,7816,96,3,0,2,16867,312,45.3
47029,35596,94,2,0,2,17476,341,43.3
47031,53011,90,2,1,4,20357,480,39.4
47033,14576,77,13,0,9,18664,420,40.4
47035,56589,95,0,0,3,21141,439,48.8
47037,638395,57,28,3,10,28467,691,34.1
47039,11695,93,3,0,3,25368,325,44.8
47041,18875,90,2,0,7,21606,367,40.5
47043,49926,90,4,0,3,21547,572,39
47045,38239,81,13,0,3,21208,418,40.2
47047,38502,68,28,1,2,28201,463,42.7
47049,17943,97,0,0,1,16454,354,43
47051,40985,90,4,1,3,22398,434,41.5
47053,49664,78,18,0,2,20402,388,39.9
47055,29214,85,11,1,2,19998,394,42.7
47057,22653,96,1,0,2,17933,369,42.4
47059,68679,94,2,0,3,19801,394,43.2
47061,13657,82,0,0,1,15683,298,42.1
47063,62721,83,4,1,11,21261,453,39.3
47065,340973,72,20,2,5,27229,585,39.3
47067,6737,98,0,0,0,14326,261,44.2
47069,26897,55,41,1,1,14975,365,39.7
47071,26011,92,4,0,2,20127,375,43.5
47073,56759,96,1,0,1,20662,433,42.7
47075,18531,45,49,0,4,18714,409,40.5
47077,27934,88,8,0,2,20449,416,39.9
47079,32293,88,8,0,2,22239,413,44.5
47081,24428,91,5,0,2,18383,448,40.2
47083,8375,93,2,0,2,18539,395,42.3
47085,18392,94,3,0,2,22183,398,41.4
47087,11527,96,0,0,2,18387,307,45.1
47089,51759,93,2,0,3,20619,472,41.1
47091,18158,93,4,0,2,16470,353,43.7
47093,436983,84,9,2,4,28136,613,37.2
47095,7773,68,25,0,4,12042,265,39.7
47097,27794,61,35,0,2,15758,403,36.4
47099,41927,95,2,0,2,19136,380,40.2
47101,12049,94,1,1,2,17751,434,41.9
47103,33411,88,6,0,3,21811,388,42.1
47105,49188,90,1,1,7,27045,498,45.8
47107,52338,90,4,0,3,19744,424,41.5
47109,26066,91,6,0,2,18428,348,41.9
47111,22416,93,0,1,5,17009,337,38.9
47113,98261,58,37,1,3,23283,498,37
47115,28214,93,2,0,1,21399,421,42.7
47117,30818,87,7,0,5,20739,465,39.6
47119,81821,80,12,1,5,22766,525,38
47121,11706,95,2,0,0,19403,460,44.5
47123,44857,92,2,0,3,19643,440,41.8
47125,177640,67,19,2,9,22380,659,30.1
47127,6347,93,3,0,0,23307,433,44
47129,21964,94,4,0,1,17747,434,40.6
47131,31566,85,11,0,3,20900,379,41.5
47133,22109,97,1,0,1,18347,337,41.6
47135,7861,94,2,0,2,17214,345,42.3
47137,5095,98,1,0,0,21942,278,48.1
47139,16723,96,0,0,2,20274,443,43.1
47141,72702,90,2,1,5,20517,457,36.1
47143,32080,92,2,0,4,18952,413,40
47145,53765,94,3,0,1,23936,476,45.4
47147,66623,85,8,0,6,23809,587,38.1
47149,269407,75,13,3,7,25077,715,32.6
47151,22154,98,0,0,1,17121,349,38.3
47153,14333,89,0,0,3,20899,455,40.9
47155,91295,91,1,1,5,22242,561,41.3
47157,932919,38,52,2,6,25549,632,34.6
47159,19134,94,2,0,2,21153,386,40.7
47161,13313,93,2,1,2,21701,402,42.8
47163,156741,94,2,1,2,23850,468,44
47165,163724,87,7,1,4,27795,658,39.1
47167,61298,77,18,1,2,23054,540,37.1
47169,7843,86,11,2,0,20491,466,37.8
47171,18254,94,1,0,4,20152,400,44.9
47173,19177,97,0,0,1,17426,375,40.6
47175,5562,96,1,0,0,19450,326,45.3
47177,39861,87,3,1,8,19531,425,39.1
47179,123891,90,4,1,3,25355,522,39.6
47181,16996,91,6,0,2,17706,311,41.6
47183,34779,87,9,0,2,19547,407,36.9
47185,25986,94,2,0,2,18205,420,42
47187,188935,86,4,3,5,41292,936,38.5
47189,116948,87,7,1,3,27864,675,39.5
48001,58262,61,21,1,16,18495,509,38.7
48003,15554,46,1,2,51,27429,604,34.2
48005,87042,63,15,1,20,20982,525,36.4
48007,23627,70,1,1,25,26953,628,49.3
48009,8853,90,1,0,8,27800,403,42.8
48011,1773,84,1,0,12,26823,508,44.1
48013,45714,36,1,0,62,20193,520,35.6
48015,28573,65,9,0,24,25884,550,40.3
48017,7121,40,2,0,58,18676,446,33.7
48019,20533,81,1,0,17,25364,564,49.7
48021,74730,57,8,1,33,23342,666,38.3
48023,3678,87,1,0,9,28021,296,48.8
48025,32281,34,9,0,57,16848,534,35.4
48027,316144,50,20,3,22,22857,670,29.9
48029,1753238,30,7,2,59,24253,693,32.9
48031,10562,78,1,1,19,26781,528,47.3
48033,649,91,0,0,8,50042,500,38.8
48035,18094,80,1,0,16,23992,416,45.9
48037,92851,66,24,1,7,22911,521,37.6
48039,319493,52,12,6,28,29081,691,35.3
48041,197642,59,10,5,24,21720,678,24.7
48043,9244,54,1,1,43,27796,443,41.7
48045,1615,66,2,0,28,20697,383,46
48047,7225,8,0,1,91,14345,232,32.1
48049,37942,74,4,0,20,21236,458,39.6
48051,17201,67,11,1,19,21529,447,42.9
48053,43230,76,2,0,21,24998,605,43.8
48055,38465,44,7,0,48,19673,546,35.6
48057,21503,45,3,2,47,23381,535,37.8
48059,13535,88,1,0,8,22855,412,42.8
48061,410710,10,0,1,88,14710,482,30.8
48063,12415,58,18,0,22,19176,457,37.6
48065,6158,87,1,0,9,26827,431,41.1
48067,30344,77,17,0,4,20104,351,43.5
48069,8046,32,2,0,61,19708,525,33.9
48071,35570,70,8,1,20,30140,606,36.1
48073,50865,62,15,0,21,18801,454,37.8
48075,7057,64,9,0,22,20248,483,34.3
48077,10651,92,1,0,5,25867,397,45.3
48079,3068,41,4,0,54,17371,357,34.3
48081,3271,78,1,0,20,26407,283,48.9
48083,8744,79,3,0,17,18967,315,45.7
48085,811308,62,9,12,15,37839,885,35.4
48087,3061,62,4,1,31,22847,380,39.2
48089,20776,59,13,0,27,24348,433,43.3
48091,112083,71,2,1,25,32980,786,42.4
48093,13829,72,0,1,26,19268,352,44.1
48095,4070,45,0,0,54,19976,285,41.5
48097,38484,78,3,1,16,25186,535,39.1
48099,75966,61,15,2,17,19357,683,30.2
48101,1546,67,15,0,17,21089,233,50.2
48103,4484,39,3,0,57,22291,403,34.6
48105,3840,37,0,0,62,23872,382,38.5
48107,6056,42,4,0,53,18959,353,37.4
48109,2345,20,1,0,77,16227,299,37.5
48111,6854,54,1,1,41,19752,583,31.3
48113,2412481,33,22,5,38,26816,728,32.7
48115,13771,39,6,0,54,17677,355,33
48117,19307,30,1,0,68,17532,466,31
48119,5237,82,8,0,6,20150,456,44.2
48121,687857,64,8,7,18,33855,792,33.4
48123,20269,57,9,0,33,23720,425,42.4
48125,2382,67,4,0,27,20578,261,44
48127,10270,14,1,0,86,17516,408,36.4
48129,3620,84,5,1,9,21904,388,41.7
48131,11740,10,0,0,88,20181,414,37.3
48133,18465,81,2,0,15,21125,365,42.7
48135,141542,39,4,1,54,24247,612,30.9
48137,2070,47,0,0,53,22015,285,49
48139,152020,65,9,1,24,25662,686,35.3
48141,813015,13,3,1,82,18379,611,31.2
48143,38744,77,1,1,19,21670,520,30.6
48145,17719,52,24,1,21,16486,333,39.5
48147,33819,80,7,1,10,20337,462,40.7
48149,24662,73,7,0,19,27032,475,47.4
48151,3924,66,3,0,30,22709,295,42.2
48153,6371,42,2,0,54,21655,407,37.7
48155,1133,86,1,1,13,20202,275,44.8
48157,608939,36,21,17,24,34084,947,35.2
48159,10611,81,5,0,13,28189,445,42.6
48161,19657,68,16,0,14,22876,445,41.1
48163,17522,18,3,0,78,15863,400,31.2
48165,18019,60,1,0,38,21572,478,29.1
48167,296669,59,13,3,23,30926,731,37.4
48169,6356,40,5,0,55,16175,402,37.8
48171,25003,78,0,0,21,30117,712,50
48173,1176,71,3,0,26,31135,603,38.8
48175,7281,59,3,0,35,30031,424,44.9
48177,19920,44,7,0,48,20288,378,37
48179,22777,68,4,1,25,21738,479,38
48181,121292,78,6,1,12,24003,578,39.8
48183,122258,60,20,1,17,24064,599,35.3
48185,26663,60,16,0,22,20307,427,39.2
48187,135940,54,6,2,36,26184,675,36.5
48189,36150,37,4,0,57,18004,431,32.2
48191,3310,58,5,0,34,19004,327,43.4
48193,8410,88,1,0,11,23067,410,47
48195,5566,55,0,1,44,23969,457,36.1
48197,4087,68,9,1,22,19829,257,44.2
48199,54945,88,6,1,5,25559,596,38.8
48201,4182285,33,19,6,41,27899,720,32.3
48203,66467,64,23,1,11,23236,523,37
48205,6076,67,8,0,24,24566,549,39
48207,5885,70,4,0,24,22223,255,43.7
48209,164144,58,3,1,36,26873,777,30.6
48211,3959,66,0,0,32,29544,432,35.8
48213,78636,80,6,0,11,21995,504,43
48215,790646,8,0,1,91,14222,476,28.4
48217,35051,73,7,0,19,21182,459,42.3
48219,23115,50,3,0,45,21984,494,32.6
48221,51756,86,1,1,11,30046,680,46.8
48223,35295,75,7,1,16,21606,483,39.1
48225,23365,62,27,0,10,19090,413,43.8
48227,35297,53,5,1,39,19965,487,37.4
48229,3394,20,1,1,79,14142,355,37.6
48231,86455,74,8,1,14,22341,590,37.9
48233,21986,73,2,0,21,23383,470,37.2
48235,1603,69,2,0,27,28055,531,43.3
48237,9012,80,4,0,15,24325,503,40.3
48239,14201,62,7,0,30,23418,491,39.3
48241,35797,75,17,1,6,20254,424,40.6
48243,2311,57,0,0,41,26958,717,54.8
48245,252157,44,33,3,18,23236,575,35.9
48247,5271,3,2,0,95,19212,405,37.7
48249,41217,19,1,0,79,20452,493,34.2
48251,152384,76,3,1,19,24816,658,36.3
48253,20079,61,12,0,26,14827,347,39.4
48255,14916,40,9,0,50,19899,382,37.3
48257,105220,69,9,1,18,24954,678,35.5
48259,34951,76,0,1,21,35827,845,43.4
48261,524,21,0,0,79,15157,455,32.8
48263,913,86,0,0,14,24839,350,45.8
48265,49696,72,2,1,24,26334,656,47.7
48267,4566,74,0,1,25,27502,276,51.9
48269,321,76,0,0,24,29836,525,46.9
48271,3589,38,1,0,60,16700,230,46.1
48273,32052,23,4,2,71,18918,556,28.6
48275,3731,62,7,0,31,19396,257,40.8
48277,49751,76,13,1,7,21468,455,40.2
48279,13921,42,4,0,53,18744,403,36
48281,19937,75,4,1,18,23423,483,40.7
48283,6921,16,1,0,83,13307,200,34
48285,19351,75,7,0,17,24299,391,44.9
48287,16603,65,11,0,23,25123,477,41.4
48289,16802,77,8,0,14,24170,398,45.3
48291,76013,69,11,1,19,19740,526,36.5
48293,23417,61,17,0,20,19352,456,38.5
48295,3379,68,0,1,28,29017,434,35.4
48297,11603,58,4,1,36,21016,478,43.1
48299,19223,89,2,0,9,33634,545,55.5
48301,87,51,0,0,34,34068,525,44.4
48303,282633,57,7,2,32,23773,629,30.5
48305,5841,50,1,0,46,21639,403,38.6
48307,8302,66,1,0,31,20677,382,41.5
48309,237316,59,14,1,24,21660,580,32.9
48311,616,42,0,0,57,27375,550,40.6
48313,13689,58,20,0,21,15131,472,34.1
48315,10439,71,24,1,3,20337,384,48.8
48317,4956,51,2,0,46,20859,404,34.2
48319,4034,78,0,0,21,27504,313,50.2
48321,36639,47,10,2,39,23389,479,37.7
48323,54880,3,0,0,95,13668,391,29.9
48325,46512,46,2,0,50,22413,498,37.9
48327,2213,62,1,0,34,18253,361,43.5
48329,142289,52,6,1,39,33672,782,32.9
48331,24503,65,9,0,24,21248,430,40.9
48333,4891,82,0,0,18,22651,306,46.6
48335,9388,49,10,0,38,15936,341,35.2
48337,19668,87,0,0,10,24699,454,43.3
48339,472162,71,4,2,21,32911,799,36.2
48341,22029,37,2,7,53,19770,511,30.9
48343,12869,66,23,0,8,20045,425,43.8
48345,1182,83,1,0,16,18828,306,36.6
48347,65085,61,18,1,18,20362,543,29.8
48349,47883,59,14,1,24,20327,485,37.3
48351,14340,74,22,1,3,20431,378,40.2
48353,15087,60,4,0,34,19002,367,38.3
48355,344257,32,4,2,61,23671,667,35
48357,10467,48,0,0,50,23382,544,31.3
48359,2064,80,2,1,12,22519,503,35.8
48361,82372,83,8,1,6,24736,547,38.7
48363,28017,77,2,0,18,23655,505,41.1
48365,23877,74,17,0,8,26525,445,38.5
48367,118478,85,2,1,11,30692,664,39
48369,10159,38,1,0,60,19304,443,32
48371,15590,26,5,0,67,20245,444,36.1
48373,45620,72,11,1,13,19498,440,43.2
48375,121526,48,9,4,36,19861,549,33
48377,7579,15,0,1,82,16175,262,40.4
48379,10989,87,3,0,8,21946,451,46.8
48381,123062,77,2,1,17,29124,635,35.4
48383,3441,34,3,0,64,26633,424,34.7
48385,3348,82,0,0,17,17931,489,52.6
48387,12709,74,17,0,7,19014,326,45
48389,13775,19,4,0,74,15467,369,35.3
48391,7327,44,6,1,48,23174,368,43.3
48393,1030,97,0,1,2,36172,444,44.8
48395,16574,59,21,0,19,21709,345,40.8
48397,81020,74,5,2,16,34617,994,35.8
48399,10439,64,2,0,33,20235,308,42.1
48401,53508,66,18,1,15,21640,492,39.4
48403,10604,87,9,0,3,18762,311,50.3
48405,8855,69,23,0,6,18695,321,48
48407,26669,76,12,1,11,24733,511,43.3
48409,65210,42,2,1,55,23373,616,35.9
48411,6050,68,3,0,29,18009,314,43
48413,3316,52,0,0,48,24787,267,35.8
48415,17014,56,4,0,37,22860,476,37.2
48417,3362,87,1,0,10,25436,340,43.6
48419,25677,65,17,0,17,21126,372,37.9
48421,3048,58,0,0,41,21936,444,36.3
48423,212227,62,18,1,18,25626,655,35.9
48425,8537,78,2,0,19,28134,536,40
48427,61351,1,0,0,98,11584,319,28.9
48429,9493,75,3,0,22,20535,361,39.4
48431,1358,68,0,0,32,20157,411,39.8
48433,1363,78,4,0,16,24063,165,47
48435,4058,40,2,0,58,27721,415,35.4
48437,7807,50,6,0,41,17880,407,36.3
48439,1848423,51,15,5,27,28266,710,33.5
48441,132588,66,7,2,22,23141,564,32.3
48443,837,38,0,1,60,31578,436,47
48445,12644,44,5,0,51,21201,419,35.2
48447,1623,89,0,0,9,24086,319,47.8
48449,32360,49,10,1,40,19356,439,33.2
48451,111969,57,4,1,36,23712,579,34
48453,1063248,50,8,6,34,33206,832,32.3
48455,14460,80,11,0,8,18730,365,47.3
48457,21619,80,11,0,7,19612,458,42.7
48459,39640,82,9,1,7,22483,518,40.4
48461,3323,47,3,0,49,22953,342,35.9
48463,26578,29,0,1,70,17479,449,34.4
48465,48730,17,1,0,80,17867,488,32
48467,52515,85,3,0,10,21920,506,42.9
48469,88068,47,6,1,44,24700,580,36
48471,68110,58,23,1,17,16330,595,35
48473,43836,44,24,1,29,22412,608,31.2
48475,10836,45,5,0,49,22278,427,36.2
48477,33863,66,17,2,14,23070,606,41.7
48479,254829,4,0,1,96,14553,560,27.9
48481,41185,47,14,0,38,20310,437,37.2
48483,5526,70,2,1,25,30097,434,40.4
48485,131358,68,10,2,17,22905,564,34.1
48487,13371,62,8,1,27,20373,397,38.2
48489,22039,11,1,0,87,11313,363,31.9
48491,441445,63,6,5,23,31070,859,34.6
48493,43753,58,1,0,39,27238,600,40.1
48495,7260,41,2,0,55,23629,391,34.3
48497,59894,79,1,0,17,25663,591,38.8
48499,42089,84,5,1,9,23129,515,47.9
48501,7998,38,1,1,60,21389,406,32.7
48503,18395,80,1,0,17,26979,421,42.6
48505,14164,7,0,0,93,16671,344,28.3
48507,11849,6,0,0,93,12828,213,30.7
49001,6529,86,0,0,11,19415,533,32.3
49003,50160,88,0,1,9,21720,543,31.4
49005,114181,85,1,2,10,20074,540,25.2
49007,21227,84,1,1,13,20155,456,34.3
49009,830,94,0,0,4,22811,534,48.2
49011,311886,86,1,2,9,26035,777,29.6
49013,19109,87,0,0,7,23411,651,29.8
49015,10895,92,0,0,6,20137,477,33.5
49017,5123,91,1,1,5,21989,506,39.9
49019,9269,84,0,1,10,23558,603,39.1
49021,46435,87,1,1,8,17839,555,27.1
49023,10300,93,0,0,4,18108,605,29.7
49025,7176,93,0,0,4,24154,624,44.9
49027,12543,84,0,0,13,19972,432,34.1
49029,9692,96,0,1,3,26274,661,31.7
49031,1791,90,0,0,9,16959,538,39.6
49033,2279,97,0,0,2,24258,517,35.2
49035,1048314,74,1,3,17,26103,791,31.2
49037,14795,45,0,0,5,15476,343,30.5
49039,27930,87,1,0,9,17811,478,29.5
49041,20798,92,1,0,5,19115,523,33.5
49043,37232,85,0,2,11,42462,1080,36.8
49045,59120,84,1,1,12,22252,691,30
49047,33722,83,0,1,7,23805,805,29.7
49049,529262,84,1,1,11,20774,752,24.4
49051,24542,85,0,1,13,25777,854,31.9
49053,141902,86,0,1,10,21472,777,33.2
49055,2760,93,1,1,5,19858,497,38.3
49057,233871,78,1,1,17,23106,672,31.3
50001,36811,94,1,2,2,28722,749,42.3
50003,36871,95,1,0,2,29196,742,45.4
50005,31157,96,1,1,1,23584,595,42.5
50007,157637,91,2,3,2,33281,906,36.3
50009,6276,96,1,0,1,20887,544,47.4
50011,48019,95,0,0,1,27398,707,39.7
50013,6984,94,0,0,1,33159,770,46.3
50015,24670,95,0,0,1,27157,757,40.1
50017,28966,96,0,0,1,27289,684,44
50019,27184,96,1,0,1,22303,541,44.3
50021,61270,96,0,1,1,26205,686,44.8
50023,59427,95,1,1,2,29761,734,42.5
50025,44216,94,1,1,2,28867,687,45.3
50027,56416,95,1,1,1,30932,748,45.8
51001,33289,61,28,0,9,22703,499,44.8
51003,100636,78,9,4,6,37239,972,38.7
51005,16240,92,5,0,1,24162,373,46.6
51007,12712,72,24,0,1,25100,591,42.9
51009,32244,76,19,1,2,22580,510,42.8
51011,15054,77,20,0,1,23636,436,42.5
51013,214861,64,8,9,15,62018,1659,33.8
51015,73726,92,4,1,2,25519,607,43.5
51017,4686,90,5,0,4,28704,562,46
51019,69175,90,6,1,2,28697,596,44.5
51021,6795,94,5,0,0,18501,474,43.9
51023,33076,94,4,0,1,32490,651,45.7
51025,17220,40,57,0,2,16060,388,41.4
51027,23920,96,2,1,1,17489,382,44.8
51029,17126,61,35,0,2,17167,468,42
51031,54967,81,14,1,2,23231,517,41.7
51033,28757,64,29,1,4,25718,818,38.8
51035,29979,96,1,0,3,19385,347,45.4
51036,7205,41,48,0,2,26198,608,47.4
51037,12478,67,30,0,2,18762,366,43.8
51041,320430,65,22,3,7,32572,918,37.9
51043,14191,88,5,1,4,38748,836,45.3
51045,5199,97,0,0,0,21498,354,44.7
51047,47330,72,14,2,9,27379,814,38.1
51049,9943,63,34,0,1,21540,596,42.4
51051,15749,98,0,0,1,18215,330,43.6
51053,27977,63,33,0,3,23781,729,40.9
51057,11180,56,37,0,3,21532,627,44.1
51059,1101071,54,9,18,16,50532,1540,37.4
51061,66015,82,8,1,7,39600,968,41.5
51063,15371,94,1,1,3,21816,421,44.5
51065,25860,79,15,1,3,30881,1056,41.5
51067,56195,87,8,0,3,24557,486,44.4
51069,79453,86,4,1,7,30112,881,39.4
51071,17111,96,1,0,1,23485,393,43.2
51073,36868,86,9,1,3,28673,649,42.4
51075,21565,77,20,0,2,45039,791,45.8
51077,15377,94,2,0,3,20591,375,47.5
51079,18577,86,6,1,4,26998,745,40
51081,12078,38,59,0,2,16380,467,41.6
51083,35938,60,37,1,2,20929,376,44.9
51085,100328,85,9,1,2,33540,897,41.5
51087,311314,56,29,7,5,33115,858,37.6
51089,53451,71,22,0,5,19852,396,45
51091,2276,100,0,0,0,26372,395,58.2
51093,35373,71,24,1,2,30903,717,44.2
51095,68171,77,13,3,5,39133,1048,45.1
51097,7020,66,30,0,3,23868,683,45.1
51099,24151,74,18,1,4,34234,873,36.3
51101,15959,76,19,0,2,26940,749,39.8
51103,11303,69,28,1,1,30737,674,54.5
51105,25497,95,3,0,2,16664,324,41.7
51107,326477,61,7,15,13,46565,1469,34.9
51109,33384,77,18,0,2,26956,743,43.4
51111,12759,60,34,0,4,17630,433,44.1
51113,13249,85,11,1,1,27296,726,45.2
51115,8943,87,9,0,1,31342,683,50.6
51117,32274,59,37,0,2,20056,436,46.4
51119,10851,78,20,0,2,30531,604,51
51121,94910,85,4,6,3,23548,712,26.8
51125,14940,82,16,0,1,26059,634,47.9
51127,18791,80,15,1,2,32068,840,42.9
51131,12339,54,38,0,7,23473,497,47.2
51133,12334,70,29,0,1,28568,684,54
51135,15862,55,39,0,4,19337,488,42.4
51137,33934,80,13,1,4,27655,700,42.7
51139,23975,95,1,1,2,22355,506,43.5
51141,18445,90,7,0,3,18860,368,46.9
51143,63077,74,22,0,2,21583,413,44.7
51145,28108,83,13,1,2,31252,830,42.6
51147,23166,62,34,1,2,17208,540,31.1
51149,36462,58,31,2,6,24434,997,37.3
51153,416668,48,20,8,21,37401,1298,33.5
51155,34768,91,5,1,1,23987,424,44.3
51157,7448,89,4,0,3,36505,812,48.7
51159,9140,62,27,3,6,20875,538,43.7
51161,92824,88,5,3,2,31728,706,43.3
51163,22345,93,3,1,1,25638,567,47.3
51165,76885,91,2,1,6,27298,608,40.6
51167,28646,97,1,0,0,19735,359,43.3
